,Seed,Learning Rate,Batch Size,Val CE,Val Accuracy,Val F1,Test CE,Test Accuracy,Test F1,Fine Tuning Time(m),Test Labeling Time(m),classification_report
0,5768,0.0001,32,25.925618703548725,0.958969839404622,0.9617145406026899,19.10459310780553,0.9504381055313236,0.9566010826291143,4.836507836977641,0.0506699283917745,"              precision    recall  f1-score   support

         LOC     0.5394    0.7741    0.6357       301
         ORG     0.3876    0.7143    0.5025       553
         PER     0.6022    0.7674    0.6748       288

   micro avg     0.4670    0.7434    0.5736      1142
   macro avg     0.5097    0.7519    0.6044      1142
weighted avg     0.4817    0.7434    0.5811      1142
"
0,5768,0.0001,16,6.334211225119921,0.9418331374853114,0.9488474442989278,8.62595157062306,0.9316400972710078,0.943467144925624,4.005369885762533,0.054019872347513834,"              precision    recall  f1-score   support

         LOC     0.5616    0.6512    0.6031       301
         ORG     0.2934    0.7975    0.4290       553
         PER     0.6519    0.6111    0.6308       288

   micro avg     0.3831    0.7119    0.4982      1142
   macro avg     0.5023    0.6866    0.5543      1142
weighted avg     0.4545    0.7119    0.5258      1142
"
0,5768,0.0001,8,5.914246670317416,0.9340971406188797,0.9422732899354453,4.76923708592852,0.9309453043578956,0.9417414809186346,5.762863632043203,0.05605863730112712,"              precision    recall  f1-score   support

         LOC     0.6057    0.6379    0.6214       301
         ORG     0.2965    0.8047    0.4333       553
         PER     0.3631    0.6910    0.4761       288

   micro avg     0.3533    0.7320    0.4766      1142
   macro avg     0.4218    0.7112    0.5102      1142
weighted avg     0.3948    0.7320    0.4937      1142
"
0,5768,1e-05,32,13.746450740557451,0.9578926752839796,0.9613579592081333,11.378791030277224,0.9503223067124715,0.9569808409472554,6.426506014664968,0.05056929190953573,"              precision    recall  f1-score   support

         LOC     0.5934    0.7708    0.6705       301
         ORG     0.4145    0.8499    0.5572       553
         PER     0.6960    0.7951    0.7423       288

   micro avg     0.5022    0.8152    0.6215      1142
   macro avg     0.5680    0.8053    0.6567      1142
weighted avg     0.5326    0.8152    0.6337      1142
"
0,5768,1e-05,16,8.66448055780851,0.9678809244026635,0.9697116586051855,7.325499559451333,0.9621337862353804,0.9658245293689253,7.911096243063609,0.052987710634867353,"              precision    recall  f1-score   support

         LOC     0.6128    0.7940    0.6918       301
         ORG     0.4921    0.8481    0.6228       553
         PER     0.7255    0.7708    0.7475       288

   micro avg     0.5640    0.8144    0.6664      1142
   macro avg     0.6101    0.8043    0.6874      1142
weighted avg     0.5828    0.8144    0.6724      1142
"
0,5768,1e-05,8,3.66505044353578,0.9695456325891109,0.9711215553729974,3.4024618694024094,0.9637935693055931,0.967160473470559,8.382120434443156,0.05599741935729981,"              precision    recall  f1-score   support

         LOC     0.6724    0.7841    0.7239       301
         ORG     0.4939    0.8788    0.6324       553
         PER     0.7627    0.7812    0.7719       288

   micro avg     0.5810    0.8292    0.6833      1142
   macro avg     0.6430    0.8147    0.7094      1142
weighted avg     0.6087    0.8292    0.6917      1142
"
0,5768,1e-06,32,12.451414988591122,0.936741088915002,0.9438236976216173,11.382338866591454,0.9346122669548771,0.9449775764499194,19.296073853969574,0.050726695855458574,"              precision    recall  f1-score   support

         LOC     0.4720    0.7575    0.5816       301
         ORG     0.3429    0.8029    0.4805       553
         PER     0.5341    0.7604    0.6275       288

   micro avg     0.4072    0.7802    0.5351      1142
   macro avg     0.4497    0.7736    0.5632      1142
weighted avg     0.4251    0.7802    0.5442      1142
"
0,5768,1e-06,16,5.39510930236429,0.9325303564433999,0.940499219442508,4.964702444151044,0.9303663102636354,0.942407165746657,14.609616208076478,0.05291542609532674,"              precision    recall  f1-score   support

         LOC     0.4905    0.7741    0.6005       301
         ORG     0.3106    0.7667    0.4421       553
         PER     0.5963    0.7743    0.6737       288

   micro avg     0.3975    0.7706    0.5244      1142
   macro avg     0.4658    0.7717    0.5721      1142
weighted avg     0.4301    0.7706    0.5423      1142
"
0,5768,1e-06,8,3.070139608619844,0.9561300430865648,0.9598095655444899,2.6156002199001334,0.9483923263982708,0.9552706661936166,16.802127424875895,0.05597373644510905,"              precision    recall  f1-score   support

         LOC     0.5192    0.7641    0.6183       301
         ORG     0.4178    0.8318    0.5562       553
         PER     0.6487    0.7951    0.7145       288

   micro avg     0.4844    0.8047    0.6048      1142
   macro avg     0.5286    0.7970    0.6297      1142
weighted avg     0.5028    0.8047    0.6125      1142
"
0,78516,0.0001,32,19.651387581458458,0.9532902467685076,0.9572862190533267,13.768845005070462,0.9480449299417146,0.9549596856087108,3.9943543394406635,0.05054503281911214,"              precision    recall  f1-score   support

         LOC     0.6264    0.7575    0.6857       301
         ORG     0.4024    0.7939    0.5341       553
         PER     0.4728    0.8160    0.5987       288

   micro avg     0.4621    0.7898    0.5831      1142
   macro avg     0.5005    0.7891    0.6062      1142
weighted avg     0.4792    0.7898    0.5903      1142
"
0,78516,0.0001,16,11.508930552464266,0.9563258911084999,0.95979120032444,11.161334117436233,0.9475431350600224,0.9543529963017091,5.719988636175791,0.05305935144424438,"              precision    recall  f1-score   support

         LOC     0.6158    0.7243    0.6656       301
         ORG     0.3427    0.8192    0.4832       553
         PER     0.5472    0.6840    0.6080       288

   micro avg     0.4263    0.7601    0.5463      1142
   macro avg     0.5019    0.7425    0.5856      1142
weighted avg     0.4662    0.7601    0.5628      1142
"
0,78516,0.0001,8,3.8839884249895227,0.9251860556208382,0.9347926843589714,3.771881821834379,0.9251167638090092,0.9379551164838464,5.232083547115326,0.05602282683054606,"              precision    recall  f1-score   support

         LOC     0.4183    0.6977    0.5230       301
         ORG     0.3189    0.7179    0.4416       553
         PER     0.3203    0.6528    0.4297       288

   micro avg     0.3406    0.6961    0.4574      1142
   macro avg     0.3525    0.6895    0.4648      1142
weighted avg     0.3454    0.6961    0.4601      1142
"
0,78516,1e-05,32,18.209560210888203,0.9653349001175088,0.9674627614585586,12.908119676305967,0.9578878295441386,0.9625199074916266,7.228834625085195,0.05056380828221639,"              precision    recall  f1-score   support

         LOC     0.5628    0.8040    0.6621       301
         ORG     0.4655    0.8409    0.5992       553
         PER     0.7224    0.8403    0.7769       288

   micro avg     0.5380    0.8310    0.6531      1142
   macro avg     0.5835    0.8284    0.6794      1142
weighted avg     0.5559    0.8310    0.6606      1142
"
0,78516,1e-05,16,5.947695253990018,0.9703290246768508,0.9720728670943021,7.972671172951403,0.9621723858416644,0.9659343592957291,7.486042662461599,0.0529975175857544,"              precision    recall  f1-score   support

         LOC     0.6459    0.7940    0.7124       301
         ORG     0.4726    0.8590    0.6098       553
         PER     0.7546    0.7049    0.7289       288

   micro avg     0.5578    0.8030    0.6583      1142
   macro avg     0.6244    0.7859    0.6837      1142
weighted avg     0.5894    0.8030    0.6669      1142
"
0,78516,1e-05,8,3.2717770184664166,0.9675871523697611,0.9696196563155376,2.810591511640491,0.958852819701239,0.9634142459315942,7.335484381516775,0.05613844394683838,"              precision    recall  f1-score   support

         LOC     0.6280    0.7741    0.6935       301
         ORG     0.4515    0.8499    0.5897       553
         PER     0.7692    0.7639    0.7666       288

   micro avg     0.5436    0.8082    0.6500      1142
   macro avg     0.6163    0.7960    0.6832      1142
weighted avg     0.5782    0.8082    0.6617      1142
"
0,78516,1e-06,32,14.158761537992037,0.9383078730904818,0.9449376870618402,10.360367380520877,0.9357702551433975,0.9458235344517487,19.28501566648483,0.05039945443471273,"              precision    recall  f1-score   support

         LOC     0.4542    0.7575    0.5679       301
         ORG     0.3507    0.8047    0.4885       553
         PER     0.5761    0.7882    0.6657       288

   micro avg     0.4157    0.7881    0.5443      1142
   macro avg     0.4603    0.7835    0.5740      1142
weighted avg     0.4348    0.7881    0.5541      1142
"
0,78516,1e-06,16,6.291623264551163,0.9454563258911085,0.9509152981381819,5.67361068473581,0.9405180067163315,0.9494078848044539,17.196880618731182,0.05306766827901204,"              precision    recall  f1-score   support

         LOC     0.4829    0.7508    0.5878       301
         ORG     0.3815    0.8065    0.5180       553
         PER     0.6044    0.7639    0.6748       288

   micro avg     0.4458    0.7811    0.5676      1142
   macro avg     0.4896    0.7737    0.5935      1142
weighted avg     0.4645    0.7811    0.5759      1142
"
0,78516,1e-06,8,2.952937190439187,0.9536819428123776,0.9576812464601429,2.7330913505482455,0.9488169220673949,0.9556088992761942,16.324656581878664,0.05604395866394043,"              precision    recall  f1-score   support

         LOC     0.5365    0.7807    0.6360       301
         ORG     0.3944    0.8101    0.5305       553
         PER     0.6581    0.8021    0.7230       288

   micro avg     0.4748    0.8004    0.5960      1142
   macro avg     0.5297    0.7976    0.6298      1142
weighted avg     0.4984    0.8004    0.6068      1142
"
0,944601,0.0001,32,14.360363280543915,0.9516255385820603,0.9559332748164366,12.64041871708982,0.9435673756127687,0.9516320677621182,4.396573062737783,0.05081338087717692,"              precision    recall  f1-score   support

         LOC     0.6366    0.7043    0.6688       301
         ORG     0.3846    0.7595    0.5106       553
         PER     0.5110    0.8056    0.6253       288

   micro avg     0.4598    0.7566    0.5720      1142
   macro avg     0.5108    0.7565    0.6016      1142
weighted avg     0.4829    0.7566    0.5812      1142
"
